condition,round,cq,id
treatment,5,4.376893404474776,ego_trt_22
treatment,5,10.053881928293702,ego_trt_23
treatment,5,5.754843253,ego_trt_24
treatment,5,5.056376245149345,ego_trt_25
treatment,5,10.957605818496216,ego_trt_26
treatment,5,12.986057082292692,ego_trt_27
treatment,5,8.569451144201171,ego_trt_28
treatment,5,13.151325537906889,ego_trt_29
treatment,5,7.826044815980598,ego_trt_30
treatment,5,4.520047637778505,ego_trt_31
treatment,5,7.299422963307209,ego_trt_32
treatment,5,4.294661974030705,ego_trt_33
treatment,5,9.796483495503107,ego_trt_34
treatment,5,7.500107144427894,ego_trt_35
treatment,5,7.011444448869197,ego_trt_36
treatment,5,6.594912077572601,ego_trt_37
treatment,5,4.083265782,ego_trt_38
treatment,5,8.527101526,ego_trt_39
treatment,5,9.704071806854335,ego_trt_40
treatment,5,5.563262270028322,ego_trt_41
treatment,5,9.969893792,ego_trt_42
treatment,5,3.5809220571515534,ego_trt_43
treatment,5,4.2965351834469905,ego_trt_44
treatment,5,5.578026378424532,ego_trt_45
treatment,5,9.816650415058705,ego_trt_46
treatment,5,5.791323363114888,ego_trt_47
treatment,5,4.630638994436895,ego_trt_48
treatment,5,5.469272694255563,ego_trt_49
treatment,5,4.781012019941989,ego_trt_50
treatment,5,5.854052887427773,ego_trt_51
treatment,5,13.076144917412783,ego_trt_52
treatment,5,6.732515905971683,ego_trt_53
treatment,5,7.723260065416727,ego_trt_54
treatment,5,5.6281084,ego_trt_55
treatment,5,3.937841230494235,ego_trt_56
treatment,5,12.089454361048084,ego_trt_57
treatment,5,9.847237334633029,ego_trt_58
treatment,5,5.878018226,ego_trt_59
treatment,5,6.9775769126546505,ego_trt_60
treatment,5,5.0539342668104865,ego_trt_61
treatment,5,8.358652466,ego_trt_62
treatment,5,9.376070713,ego_trt_63
treatment,5,5.224861295624196,ego_trt_64
treatment,5,17.422228917720258,ego_trt_65
treatment,5,10.525656178112628,ego_trt_66
treatment,5,6.120768869476047,ego_trt_67
treatment,5,6.4534373188442204,ego_trt_68
treatment,5,7.168912155511187,ego_trt_69
treatment,5,6.400773858894404,ego_trt_70
treatment,5,5.979870124266987,ego_trt_71
treatment,5,8.089265698,ego_trt_72
treatment,5,9.520902712305697,ego_trt_73
treatment,5,12.724240043038805,ego_trt_74
treatment,5,10.444760037230791,ego_trt_75
treatment,5,6.561659354687523,ego_trt_76
treatment,5,17.226874340297737,ego_trt_77
treatment,5,3.997808660354716,ego_trt_78
treatment,5,11.003966266634384,ego_trt_79
treatment,5,6.833371062162972,ego_trt_80
treatment,5,4.1245416760974525,ego_trt_81
treatment,5,5.673460031983462,ego_trt_82
treatment,5,11.626252953965595,ego_trt_83
treatment,5,4.429833502307059,ego_trt_84
treatment,5,6.680741916,ego_trt_85
treatment,5,3.089118723340923,ego_trt_86
treatment,5,8.871367466238492,ego_trt_87
treatment,5,9.587606843999383,ego_trt_88
treatment,5,5.488527972492035,ego_trt_89
treatment,5,5.881421218020337,ego_trt_90
treatment,5,9.307933215938164,ego_trt_91
treatment,5,6.555402193668899,ego_trt_92
treatment,5,9.494447973289727,ego_trt_93
treatment,5,9.186328929570251,ego_trt_94
treatment,5,8.156018011499254,ego_trt_95
treatment,5,7.381075699514149,ego_trt_96
treatment,5,10.558026673109037,ego_trt_97
treatment,5,6.826106834640178,ego_trt_98
treatment,5,7.361024824138662,ego_trt_99
treatment,5,12.55801450235423,ego_trt_100
treatment,5,6.200367482117469,ego_trt_101
treatment,5,9.146946375452972,ego_trt_102
treatment,5,9.137115276934813,ego_trt_103
treatment,5,5.1860306417288005,ego_trt_104
treatment,5,4.519483169604899,ego_trt_105
treatment,5,3.002996496277019,ego_trt_106
treatment,5,6.431285736448456,ego_trt_107
treatment,5,10.41222477669286,ego_trt_108
treatment,5,10.25849905214701,ego_trt_109
treatment,5,4.463157263940062,ego_trt_110
treatment,5,5.998810437453071,ego_trt_111
treatment,5,5.024603688792152,ego_trt_112
treatment,5,4.349505674296999,ego_trt_113
treatment,5,4.786288336992579,ego_trt_114
treatment,5,3.3779179028677273,ego_trt_115
treatment,5,12.01210617068382,ego_trt_116
treatment,5,9.399856101,ego_trt_117
treatment,5,4.746143491535067,ego_trt_118
treatment,5,10.206941776132748,ego_trt_119
treatment,5,5.568865049727636,ego_trt_120
treatment,5,5.398286652622743,ego_trt_121
treatment,5,5.092011120973389,ego_trt_122
treatment,5,4.719626413882328,ego_trt_123
treatment,5,8.082484909670905,ego_trt_124
treatment,5,3.5549943326606988,ego_trt_125
treatment,5,4.163358327942002,ego_trt_126
treatment,5,8.617565175290764,ego_trt_127
treatment,5,7.660070193682243,ego_trt_128
treatment,5,4.658789352005635,ego_trt_129
treatment,5,14.772238797065164,ego_trt_130
treatment,5,8.142167927,ego_trt_131
treatment,5,6.575230628930605,ego_trt_132
treatment,5,11.59407392020499,ego_trt_133
treatment,5,4.477542245039343,ego_trt_134
treatment,5,6.119347845,ego_trt_135
treatment,5,8.803345226,ego_trt_136
treatment,5,7.638040069296698,ego_trt_137
treatment,5,4.456613407384916,ego_trt_138
treatment,5,5.460432555401042,ego_trt_139
treatment,5,13.770165069820276,ego_trt_140
treatment,5,4.965799519523306,ego_trt_141
treatment,5,16.56601487547594,ego_trt_142
treatment,5,5.442528854279358,ego_trt_143
treatment,5,0,ego_trt_144
treatment,5,12.104673118438765,ego_trt_145
treatment,5,7.818887395548844,ego_trt_146
treatment,5,13.24503051968265,ego_trt_147
treatment,5,6.445324982662308,ego_trt_148
treatment,5,3.865970299556004,ego_trt_149
treatment,5,7.160338969996449,ego_trt_150
treatment,5,4.753696320181843,ego_trt_151
treatment,5,3.8145360373892343,ego_trt_152
treatment,5,7.759368334200996,ego_trt_153
treatment,5,7.879406307763452,ego_trt_154
treatment,5,9.839447604031268,ego_trt_155
treatment,5,6.510396506165826,ego_trt_156
treatment,5,4.738076903776779,ego_trt_157
treatment,5,5.078327211974159,ego_trt_158
treatment,5,4.126541571809219,ego_trt_159
treatment,5,11.585973918448955,ego_trt_160
treatment,5,3.453846542240772,ego_trt_161
treatment,5,5.903378910846979,ego_trt_162
treatment,5,8.746328993953728,ego_trt_163
treatment,5,7.208411422483016,ego_trt_164
treatment,5,7.252827145351773,ego_trt_165
treatment,5,5.899298530173651,ego_trt_166
treatment,5,8.651608308744155,ego_trt_167
treatment,5,6.563635619188538,ego_trt_168
treatment,5,4.654140782638682,ego_trt_169
treatment,5,6.544022465157636,ego_trt_170
treatment,5,5.812328928848872,ego_trt_171
treatment,5,5.133329437073932,ego_trt_172
treatment,5,5.4787698686076585,ego_trt_173
treatment,5,4.400790570224313,ego_trt_174
treatment,5,6.826021712,ego_trt_175
treatment,5,6.851437009433894,ego_trt_176
treatment,5,5.925446703949493,ego_trt_177
treatment,5,6.559067189805812,ego_trt_178
treatment,5,4.134093411790784,ego_trt_179
treatment,5,10.306440489887605,ego_trt_180
